particle_positions_x,particle_positions_y,particle_positions_z,noisy_particle_positions_x,noisy_particle_positions_y,noisy_particle_positions_z,counts_it1000,counts_it10000,counts_it100000,counts_it1000000,counts_it10000000,counts_it10001,counts_it100001,counts_it1000001,counts_it10000001,counts_it10002,counts_it100002,counts_it1000002,counts_it10000002,noisy_counts_it10000,noisy_counts_it100000,noisy_counts_it1000000,noisy_counts_it1000,noisy_counts_it10000000,nomad_run1,nomad_run2,nomad_run3,nomad_run4,nomad_run5,counts_it1000000,nomad_run5_2,nomad_run6,nomad_run7,nomad_run8,nomad_run9,nomad_run11,nomad_run12
-0.06,0,0.256364,-0.059356219181687,-0.001111416516145,0.258771518174024,650.308,658.07,652.151,653.242,653.04,644.838,654.07,653.485,653.007,653.228,655.071,651.267,653.553,649.845,652.271,650.329,635.118,650.542,653.854,650.157,643.51,675.918,645.703,653.242,646.215,642.051,645.741,662.618,645.956,644.834,652.179
-0.0212132,0.0212132,0.256364,-0.020445129034884,0.022486376816136,0.254579362633194,1174.44,1180.29,1172.93,1176.59,1176.7,1183.2,1174.52,1179.2,1177.2,1197.47,1174.12,1178.8,1176.43,1203.69,1202.77,1203.41,1210.51,1203.51,1177.71,1174.2,1170.2,1198.94,1170.72,1176.59,1170.76,1166.92,1168.63,1171.5,1165.26,1168.66,1175.76
-0.0636396,0.0636396,0.256364,-0.070001593276817,0.064485614152748,0.258165174859744,596.532,615.768,617.347,616.615,616.492,605.698,615.946,614.732,616.192,619.372,615.489,617.335,616.445,554.457,554.89,554.979,561.105,554.808,616.887,613.727,607.132,637.671,610.162,616.615,610.124,606.082,609.046,625.574,608.992,607.857,615.822
0,0.03,0.28,0.001368825550465,0.030558718833958,0.280337868651078,1439.95,1421.97,1412.51,1413.65,1414.77,1418.14,1411.68,1415.57,1414.4,1391.57,1415.29,1415.66,1414.79,1447.53,1443.89,1444.11,1403.23,1442.58,1415.35,1412.65,1413.54,1433.24,1410.84,1413.65,1410.69,1407.78,1405.8,1400.02,1402.78,1408.05,1412.54
0,0.09,0.28,0.000533624944282,0.091726182888939,0.28018673578881,1613.49,1632.33,1629.65,1626.76,1627.44,1637.79,1623.91,1630.98,1626.86,1639.07,1618.31,1627.02,1629.47,1676.32,1666.23,1666.31,1716.68,1664.85,1626.8,1625.56,1634.28,1634.18,1628.76,1626.76,1628.26,1626.63,1619.33,1593.58,1612.92,1624.59,1628.73
0.0424264,0.0424264,0.28,0.041303685605078,0.04105855542131,0.280427217520679,2895.99,2900.58,2905.31,2898.13,2898.02,2961.55,2882.66,2903.42,2899.3,2917.75,2882.32,2902.04,2897.87,2841.52,2824.61,2826.61,2882.54,2824.95,2901.94,2903.01,2924.15,2881.64,2907.5,2898.13,2908.85,2913.14,2895.38,2823.62,2881.11,2905.94,2900.52
0.03,0,0.28,0.033161615173175,0.000252343504528,0.281926692205026,2243.56,2277.34,2263.95,2267.94,2266.7,2195.15,2253.69,2265.24,2268.93,2316.41,2269.97,2271.26,2266.16,2349.11,2352.36,2355.95,2302.61,2356.32,2268.09,2266.88,2278.45,2271.42,2268.66,2267.94,2269.74,2269.53,2261.07,2221.64,2252.34,2266.46,2268.38
0.09,0,0.28,0.092039426817575,-0.002311971734452,0.281024338224028,6529.62,6610.08,6596.5,6602.39,6601.03,6582.97,6631.08,6605.05,6602.08,6555.83,6550.29,6604.69,6596.34,6868.75,6826.59,6828.81,6947.86,6834.61,6603.72,6652.47,6699.84,6469.89,6656.49,6602.39,6651.51,6681.34,6640.17,6452.78,6596.07,6654.93,6604.08
0.0424264,-0.0424264,0.28,0.040921086919493,-0.045485491054768,0.280944722843814,2838.85,2874.96,2898.5,2895.74,2898.09,2837.89,2903,2901.33,2897.6,2900.25,2882.6,2903.15,2898.89,2821.16,2828.88,2823.61,2813.26,2824.03,2897.49,2903.55,2922.96,2882.65,2907.85,2895.74,2908.58,2911.54,2896.59,2822.7,2879.45,2905.77,2899.39
0,-0.03,0.28,-0.00159811688342,-0.030249459569736,0.27532487000647,1454.18,1427.19,1412.97,1414.75,1414.34,1441.76,1413.59,1417.46,1414.53,1406.04,1425.42,1413.2,1413.97,1422.15,1420.93,1422.55,1459.94,1421.95,1415.56,1411.49,1412.79,1433.87,1410.92,1414.75,1410.87,1407.69,1405.83,1399.32,1402.3,1406.57,1414.83
0,-0.09,0.28,-0.002044207323543,-0.088602983699309,0.278210173071003,1624.93,1625.32,1626.14,1628.31,1626.71,1628.44,1633.63,1624.74,1628.47,1649.89,1621.77,1624.43,1628.2,1563.8,1564.3,1567.39,1526.1,1566.97,1629.31,1627.21,1633.94,1633.41,1626.95,1628.31,1628.09,1627.44,1621.37,1593.84,1613.74,1626.22,1627.59
-0.0424264,-0.0424264,0.28,-0.0427598769138,-0.040030972765149,0.279508933967802,729.39,740.842,737.456,740.85,740.393,744.683,740.489,740.218,740.117,741.469,745.264,739.048,740.763,741.314,737.705,738.697,736.994,738.71,741.504,737.281,731.414,762.27,734.319,740.85,734.112,730.157,732.496,746.534,732.778,732.395,740.376
-0.03,0,0.28,-0.030515464328882,-0.001339715385153,0.280854947230458,895.374,885.965,889.858,888.591,889.487,882.922,896.589,889.252,889.255,909.334,881.957,891.502,889.723,882.04,875.971,877.852,890.319,877.556,890.643,886.243,881.77,911.959,882.84,888.591,882.739,878.609,881.037,892.15,880.297,881.06,888.623
-0.09,0,0.28,-0.091073905926326,-0.000415863567885,0.278924276558775,370.829,368.785,368.998,369.764,369.776,365.279,370.794,369.629,369.782,371.697,369.971,370.75,369.725,367.03,364.742,366.281,373.593,366.206,370.531,367.322,360.873,388.023,363.987,369.764,363.854,360.68,364.225,382.181,364.966,362.624,369.309
-0.0424264,0.0424264,0.28,-0.042491942299281,0.041537340837588,0.280000883603094,711.614,737.38,739.656,740.052,740.403,737.07,750.101,739.757,740.698,748.661,746.509,741.867,740.353,735.187,738.868,739.115,738.939,739.388,740.899,736.825,732.003,763.354,733.847,740.052,734.176,730.404,732.619,746.54,732.53,731.924,739.712
